clean_text,label
emmaathome2902 i think he actually didn t jump into water its optical illusion he was walking on something lower just beside the water and as camera shook it seemed as if head was poping out as if he was swimming with current that strong he wouldn t be able to pull himself up in my opinion,0
jessicamendes4511 the two men from the bridge appear at 17 20 on this video,0
every time it looks like the water s receding back into the ocean it starts coming back in again these poor people can t catch a break,0
always 3 waves in a tsunami,1
the same thing happened during the 2004 boxing day tsunami also the japanese people have been through many earthquakes and tsunamis through the last 10 000 years and no that time factor is not a mistake nhk world japan has many historical documentaries about japanese history i m a big fan of nhk,1
at the start of the video the camera is steady on one shot almost as if mounted on a tripod he could be thinking oh i ll get some footage of the tsunami by the end the camera never stays still for more than a moment constantly panning as if unable to take in the overwhelming destruction and incomprehensible spectacle of what just occurred,1
correct wow,0
remember there s a videographer behind that camera it s not moving by itself,0
cnn special report trump causes tsunami,1
,0
what a mess,0
,0
amen,0
second part of parkinson production inc,0
it takes longer between each next wave the real problem is when things started burning,1
the tide goes in the tide goes out you can t explain that bill o reilly,0
but we can explain that apparently bill has never made a wave in a bathtub,1
hold my beer sir isaac newton,0
,0
de ante a uma tragedia de grande propor ao tem gente rindo isso e muito estranho esse video e pessimo muito mal feito,0
janice permita me 2 observacoes primeira sera que o pessoal nao estava rindo exatamente por estar extremamente nervoso muitas pessoas e eu ja vi isso quando estao com os nervos a flor da pele comecam a rir eh o tal do riso nervoso segunda a pessoa que estava operando a camera estava sem nenhum tripe ou coisa parecida para apoia la segurando a provavelmente nas maos e pior dava um zoom para capturar imagens a quilometros de distancia darei um exemplo com uma camera nas maos tente gravar a imagem de um aviao que voa la longe de onde voce esta nao ha como o aviao nao sair tremido no video mas concordo plenamente com voce o nosso amigo cineasta cometeu o pecado de nao parar em nenhuma imagem assim eh preciso gostar muito de tsunamis para ver o video inteiro alem claro do tremendo esforco do cerebro para acompanhar 1 hora de imagens tremidas mas mesmo assim valeu pelo registro nao eh mesmo se eu estivesse no lugar dele esqueceria camera tripe heroismo e sairia correndo ou nadando ou voando como um super homem enlouquecido tentando salvar a pele a qualquer custo perdoe me a ausencia de crases acentos agudos circunflexos cs cidilhas e mais fruto das sempre indesej veis limita es da internet,1
chico de moraes falou tudo parab ns,0
they are not laughing about it now,0
please stop eating live frogs and octopus now,0
youre right time to repent and think of the almighty,0
the shock must be overwhelming the human mind has difficulty processing such scope where do you start with that mess,0
and just to think this is just one small harbor think about the entire coast then add the initial earthquake damage of the entire region and of course don t forget to add the radiation from fukushima,1
jerry dodge i hear ya the destruction is so far reaching i have live over a half century and i know i have never seen such destruction of property ww 2 was the last time destruction on this scale happened,0
ww2 had nothing on this,0
well there was the indian ocean tsunami a few years earlier 2004 or 2005 which killed a quarter of a million ppl,1
0yeme0 that was a horrible tsunami i remember the photos of coastline with piles of dead bodies and them throwing dead babies into dumpsters i had forgotten how horrible that was god rest their souls,1
godbluffvdgg yeah i get the feeling it is almost the forgotten disaster overshadowed in peoples memory by the vast amount of video footage from the japanese tsunami and in the recent consciousness by the ongoing problems at fukushima but in terms of mortality the indian ocean event was 20 or 25 times worse and one of the biggest natural disasters in recorded history,1
people are told oh fukishima isn t nearly as bad as chernobyl but actually it is worse,0
jerry dodge according to what i ve read the chernobyl event was characterized worse in terms of the radioactive particles carried by the air currents affecting many parts of the world,0
jerrydodge citation needed i don t see how that can be when fukushima had containment chernobyl had no containment,0
amazing video glad you made it and sorry for all the loss of people and other living things,0
they said 35 000 souls but if i see these all of the video s and picters there must be over a 100 000 souls i am so sorry for all of them but also for the animals love from holland,0
imagine this happening without the preparation and warning 15000 is a big number but it could have been far worse,1
15 000 is a big number its like the whole people in this world died holy shit this is sad as fuck and i dont know this cant be described in words its just for crying out loud there have been people dying like every second in this video its not only a big number its un encredible number just because the people thought it wouldnt be that bad yeah im so fucking omg poor japan,0
ice cookie 15 000 is about the size of the crowd in a professional basketball or hockey arena,0
over 18 000 people lost their lives,0
26 000 died,0
yep could of been worse could of been 250 000 christmas day 2004 indonesia,0
58 54 the ominous red glow on the sea that the sun leaves tells a tale about a sea of death,1
bad quality video,0
from all this you ve just saw your comment is bad quality video wtf,0
learn english and think before you ink,0
h ok you can teach me some english then the quality of the video is 240p low quality the camera is shaking sometimes but the man who s filming the catastrophe is doing his best i guess also the video is unedited and my question remains you saw a video about tsunami 1 hour of disaster and you wrote a comment about its quality,1
you re right maybe the guy should go back in time and recapture this moment with a camera that captures 4k60fps just so that you don t have to watch a 240p video of a disaster that claimed the lives of thousands wouldn t that be soo nice of him,1
arisordeath1 death and destruction human tragedy at its highest level man the video quality sucks only on youtube,1
hatstack that probably was the best camera he had be patient people,0
why don t you go back to 2011 and record it with your 4k camera,0
,0
i keep imagine when there are many people inside a small room but the wave is getting higher and bigger wtf thts my worst nightmare after thinking it huhhhh,1
very true rotff especially when the lights go out that s why we have gun laws in the united states in an emergency everybody s packing it s the law and everybody has a gun 9mm 40cal even pocketbook 22 s caliber doesn t matter and when a tsunami s coming everybody goes cowboy,1
i don t know what part of the country you live in but it is illegal to openly carry weapons in florida,0
my human hands can only be raised into the clouds,0
i know lumber is a big commodity in japan were there salvage operations to retrieve lumber after some days how many lost lives here it seems there needs to be classes everywhere near oceans to show more of how tsunamis work and destroy the temptation to survey damage before the waves are done seemed like a big killer and especially needs to be taught as a future warning around the world,1
japan is far more prepared for tsunami s than most of the world but this scale is unprecedented moved the earth on it s axis coastline dropped over a meter the us would have suffered far worse imagine when this happens off the san francisco coast at the number of deaths,1
i think i would move to somewhere at least a hundred meters above sea level i have actually had nightmares from watching the tsunami videos this has to be the biggest disaster in mans recorded history,1
some good advice is to not watch them just before bedtime,0
this was the costliest ever the boxing day tsunami killed 250000 this one killed 25000,1
a hundred meters is overkill forty will do fine no recorded tsunami is known to have hit 40 meters the 1898 tohoku tsunami was reported as 60 metres but evidence shows it was actually about the same height as this one,1
,0
no the 2004 earthquake and tsunami had a rating of 9 3 and it took the lives of 227 348 people then there was the alaskan earthquake and tsunami of 1964 and many many more,1
jennregier if an asteroid hits the ocean it will make that wave look like a ripper so you might want a head to hire ground,1
there is an eerie appeal to watch the footage shot by all of the survivors the peaceful ocean showing her power to wipe out life and property i am sorry for you all in this video was the place where you were filming from a planned sanctuary or just the first solid looking high place did most of the boats in the first video who were heading out to sea survive what about the men on the sea wall during the first video who were looking at the tied up small and one larger boat,0
first wave second wave thirth wave a neverending nightmare,1
allah doesn t exist,0
there is only one god and he is known by many names,0
so when god changed his name as alluded to in the bible somewhere did he first get the new name and then repeal so to speak his old name or did he lose the old name then pick a new name meaning that for a time god had no name,0
somebody better call jake from statefarm,0
jake from statefarm crapped his khakis,0
i imagine that if you were watching your own apartment building getting half swept away if that three story building that survived the first wave barely was your home and you were afraid your loved one was in that building still you might risk it,1
or very tall heavy buildings that can t be swept along,0
it would be incredibly disheartening to watch your town being systematically trashed in front of your eyes and being able to do nothing about it,0
,0
i don t think so p,0
japan should have like a fleet of blimps with loudspeakers and what not like the ones the army uses for surveillance,0
if my phone didn t skip alot i would have liked this video that s so sad and scary,0
the water goes one direction then the other half way in,0
nwo likes to do things in pairs waco and ok city bombing 4 19 93 and4 19 95 decimal dates 1993 2996 and 1995 2996 then hurricane tomas and hurricane sandy on 10 28 10 and 10 28 12 decimal dates 2010 825 and 2012 825 then japan quake on 3 11 11 and coming date 3 11 13 the date 9 11 01 and 3 11 13 are the same day on the lunar calender vs gregorian calender obama is 51 5996 yrs on 3 11 13,0
so much garbage in one comment impressive,0
how many nights you stay at the building before you went home,0
went home most of the buildings were gone there s no home to go back to,0
hope we all learn something,0
esto puede pasar en cualquier pais hay que estar preparados para una pronta evacuacion hoy le toco al hermano pais de japon y yo desde mi pais peru digo solidaridad entre todos los paises,0
i have a question for the filmtaker mr otani how many times did the flow of water in towards you and flood and when did it finally receed permanently,1
i believe there were 2 in and 2 out not real sure about this but i thought the 2nd wave was larger although the first one pretty much destroyed everything,1
there were more than 2 waves in this town,1
lemardyc 39 34,0
hey japan lives on what she gets from the sea and by imports but i do agree about limiting the amount of hunting done too much and it will disappear then what will you do i personally love bonito flakes on my rice with cheese or cream hehe but deora your comment was inappropriate for this venue,0
you should work on your senseitivity,0
amen,0
moral of the story dont build houses on the dock of the bay,0
moral of the story don t build skyscrapers since it s like begging for them to be attacked right us,0
this unedited video is informative as opposed to the prevalent newscasts because as the intervals between the recession of the 2nd 3rd and 4th waves clearly shows it is seen that people were going to lower elevations despite the repeated threat of multiple waves the loss of the protective time buffer of the seawalls and floodwalls despite their failure and the loss of local emergency broadcast systems to warn of continuing dangers,1
i rode my bike through kamaishi in 2011 and 2012 it s freaky recognizing some of the bigger buildings and seeing how high the water went,0
may the deaths of those who died in this rest in piece,1
video currently unvailable you tube sucks big time im off elsewhere,0
d autres sont moins francs que le japon et pratiquent la p che la baleine usa russie chine continentale mais l silence complet,0
les baleines ne vous appartiennent pas ni le monde,0
this video makes me headache,0
my god,0
my friend died in their,0
so sorry your rip friend passed away,0
may i suggest for next time a canon 5d mkii camera w 24 105mm lens and manfrotto tripod with vr se habla hooha,0
it was an unexpected natural disaster not a pre planned production relax big guy,1
what the heck this was not a f cking movie,0
a c li t nh ng v n thua vi t co ng sa n vietnam pha o ki ch va o tha nh ph tsunami so ng th n nh t ba n chi bi v n bi n co n c tha nh ti nh qua ng tri b c vi t c ng sa n xo a s tha nh ph inh c ng tra ng qt ng i nh t th y khu ng khi p ch a o chi la ng i vi tb c x n l ng a nh ng i vi tnam th i o,1
ng t s ng th n nh t b n osaka s ng th n t n ph kinh ho ng,0
t u 1t3 23460,0
terrible tsunami video,1
can hear the wind up flashlights generators 42 xx,0
anyone else think it s weird that the sky was overcast the entire time of the wave s and cleared up after it had subsided,1
nope not really entirely unrelated,0
thank you for sharing this video with all of us you did a great job and people will learn form your work i m so sorry for all of you such a tragedy my prays for all of you,0
well said,0
i thought the water only went through once now im seeing it go through several times thats realllly terrible i had no idead it continued so long rewashing everything,1
gary james the undersea shock results in ripple on the surface the waves are the ripples and the coast is hit as long as those ripples are still big enough to come thar farvand that strong,1
ever made a wave in a bathtub think of that on a massive scale,1
they learned what tsunamis do when they re much larger than expected they know what problems happened during the tsunamis structural failures and whatnot that they wouldn t have known by arriving after it was all done now they know new ways to protect human life during such a disaster,1
exactly what did scientists learned and what they gonna do about it anyway whatever happened happened nothing went wrong and nothing bad happened earth moved ocean rose and the consequences followed there s nothing much we will be ever able to do about it but i see the underlying point of self importance that humans seem to exercise all the time you re making in your comment but our own importance matters only within our own perspective,0
the scientists learned there are more afterwaves coming they learned to build higher walls in the coastline to break off the waves more effectively they learned so much and hopefully more people will survive next time this happens,1
thnx to the poster appreciate it i would never ve seen the details on tv or anywhere else in video,0
and not just scientists learned from this videos but i as well living in a tsunami zone i never thought about this possible income to be honest before this videos i probably would have thought lightly if those sirens ever went off how many of us now are going to react differently because of these videos that is what makes them heroes in a sense because they have and will change lives,1
if you lived in a area with high probability of being hit by tsunamis and you didn t give a shit about tsunami alarm sirens and warnings then you were but i stop here before insulting you probably this disaster would have brutally brought you back to reality,1
i live in an active earthquake and tsunami zone approx 500 quakes per year and literally one minute from the ocean the tsunami has always terrified me more than the quakes themselves,1
it doesn t take a video to learn about sirens if i ever heard them in our state i know something s up no matter where i live i don t need this video to tell me that so don t ever think likely about sirens or ignore them you may never make it,0
you fail to realize a hero is someone to saves someones life and i said in a way meaning partly because these videos can be used to save more lives in the future you are free to disagree but some people may never know in the future that these recordings helped save their lives because scientists got a good look at the nature of the waves and how they behaved it was easy to think of a tsunami as one wave before this disaster now many of us know how very different,1
you re totally right both scientists and other people too this helps you get perspective of how much time there can in between waves about how quickly tsunami can go how strong it is after seeing this you can visualize this scenario in your head and perhaps how you should react if you were caught up in this humans best learn from what they see so before you could film disasters people didn t really have clue about how bad that disaster could get even if they heard or read the accounts of somebody who witnessed it,1
and i assume in the same situation your presentation on the events would be a rock steady oscar winning performance sure the video is a bit jumpy and zooming like a yo yo but as the title says its unedited and raw footage i think its fair to say the person filming this couldnt believe what they were seeing and were trying to get as much as possible recorded,0
exactly people out here bitching about the camera work like shut up imagine if that happened to you people are annoying,0
thanks to shunsuke otani for recording this and making it available for us all to see and remember,0
correccion 11 3 2011,0
no the titles right,0
natsumi higa i m sorry but your wrong and the title is right,0
matthougland5701 there s more than one way to write date notation either way it still says march 11th,0
can t blame a god that doesnt exist,0
emwaver you re so right gods do not exist but god does and he s waiting for you to ask him into your life,1
don t forget the eastern side of the united states how many times have hurricanes have hit florida south carolina north carolina virginia and all the way to maine but when they are gone we bitch and moan that the state should rebuild the highways so the people who once had ocean front can go back home when to start with they should have never been able to build so close to the ocean to begin with humans will never learn we live to play the odds,0
10 17 is that a bunch of bodies floating or just err something that looks like body shaped objects,0
10 17 alles sieht so aus muss es aber nicht haushalte wurden von den wellen leergefegt und alles schwamm dann auf dem wasser,0
all that water going back to sea doesnt mean its over tsunamis do that it drains than comes back,1
you only need to watch this for two minutes and you ve got a headache the camera s all over the place and zooming in and out all the time the subject matter is painful but this footage is total garbage,0
it s a civilian recording an unexpected natural disaster not a hollywood film set wtf did you expect,1
i hope you have had time to grow up because this post of yours sound like a child s whining,0
aha i understand yes the earthquake of march was a big one,1
same here same here wept like a child,0
that would most likely be due to the fact that you probalby arn t too familiar with the lithosphere plate tectonics or the ionosphere ionized particles the layers of the ionosphere plasm and how it repels certain kinds of radio waves etc don t blame things just because you have yet to understand them my friend,1
don t blame god for this disaster he s not the one who built home businesses and schools in tsunami prone areas japan is the most seismically active country in the world they have accurate historical records of tsunamis going back centuries sooner or later this was bound to happen a lesson we should learn before the pacific northwest coast suffers a similar fate,1
apparently what she s trying to say is if you build stuff near the beautiful ocean you deserve to lose all of your shit i can t feel sorry for you obviously a very compassionate woman,0
i know this comment was made 10 years ago but damn this is the coldest most callus comment i ve seen on the subject my the god you obviously believe in have mercy on your soul,0
dejabluebeartc jane s statement may be upsetting but nothing she stated was inaccurate often the first step towards learning from one s mistakes is to accept uncomfortable truths about the situation that goes for our daily lives and it also applies to society when a large disaster occurs so there was nothing callous about what jane wrote because what she stated was a lesson to be learned one that would hopefully save lives in the future if jane had belittled or otherwise insulted the victims or if she had found humour in the suffering of the victims then that would have been callous but she did not do any of those things,1
with that ridiculous statement then every country building skyscrapers shouldn t whine when they get attacked because they put those attack prone buildings there to start with same thing with train stations underground or anything worth to attack seriously woman you are a monster,0
30 years later japan tsunami in 2011 was just child play said us commander in chief,1
george w bush said that,0
just months before 9 11 george w bush said that,0
that must have been trump sorry he s not much into telling the truth,0
who else wants to throw that god damn dog in the water and enjoy the video,0
i want to throw u,0
too bad you weren t there we could have thrown you in there and feed the crows with you,0
think what would u do in a situation like that shit happening 360 degrees u wanna film it all dummy,0
haarp or nature natureeeeee,0
when was haarp invented there had been numerous earthquakes on this planet even before human exists how can we explain the planet s earthquakes before haarp s invention are haarp believers saying that after haarp s invention all natural earthquakes had suddenly stopped and haarp is to be blamed where s the logic,1
sorry this happened to your beautiful city friend i hope your friends and family were ok,0
man can t create earthquakes earthquakes have always been around the happen with or without humans every year about 30 000 earthquakes happens in japan most are to small to be noticed but some are bigger new zealand chile japan mexico indonesia and alaska are the places where most earthquakes happen it has nothing to do with haarp,1
man made haarp so man made god anyway earth is not belong to human it belongs to their own,0
and don t assume it s over till you get the all clear how many times did it look like the water was going away for good,0
in a way all the people who recorded the tsunami are heros their videos give scientists a good view on what happened and what went wrong in the future what they learned from watching these videos will save other lives,1
,0
pppp mm pp,0
i hope and pray the japanese coast facing inwards to russia dprk south korea are safe and the tsunamis predicted 1 1 24 fails to materialise but being closed water my guess is the japan sea is about to be another destructive mother nature event it certainly looks grim stay safe japan x,1
i am from america and i watch this unfold live from cnn news but these video show how devastating it was in japan that day and i ve watched them all and i still cry and feel so much sympathy for those that experience it and pray for the lost lives this is so devastating and unreal that mother nature can do this much to so god bless all who were and still affected by 2011 tsunami in japan,1
,0
nothing went wrong the water simply overran the coast only a lucky few places survived this one move higher because the water always wins,0
ruthless but however reality we shall survive in this archipelago,0
btw sin is not the only bad thing in the world what about animals lives why the animals need to torcher itch other to eat sorvive its a world where the strongest sorvives not the righteous dont forget we are only humans for 50 000 years where wos god when we were animals,0
he just lets the world go on as it dose ye after he made all the suffering sin in it if we the ppl smart enuf to not make suffering knowingly wudent you think a smart being like god would know its wrong so for you sin is free will you realize thet in the futer ppl wont sin couse ppl evolving geting smarter so in the futer when we wont sin we wont have free will,0
if we could build living things we would never build sin or bad things knowingly in them cause we know the consequences but ur god will are we smarter more moral then ur god the sad thing is that you can only explain gods ways by describing the living things as only a game we make the games bad cause this is a way for our brain to release adrenaline witch makes us feel good,0
what the hell are you babbling about,0
the tsunami was caused by crab people crab people,1
and if a programer had a choice to program a robot without sin but he programd it with sin would you think hes a good programer,0
so god made us with sin but he dont send ppl to hell what if you would program a robot with sin but with free will can you acuse him of sin if he sins or it will be the programer folt,0
what can i say people love conspiracy theories,0
i still can t believe this was more than a year ago,0
god be with us always god lives in our heart god teaches us to feel good when we had done something good,0
so if i do someting bad to you god will balance but if i do someting bad to god then he will kill my little baby al my famely,0
its not normal but wait isent your god is more important then your morallity if you decideing what is moralliy good for you anywey why you need him for,0
wrong i mean if you do something bad to me our judge god will do something to balance if i revenge to you as you are a fully grown person i may be fine too but not to your kid that s not normal at this moment of the world as a matter of fact we all know how to be a true human being if we do something good such as helping a old man crossing the road or giving candy to a kid our minds be happy on the contrary if i do something terribly wrong maybe you will agree that punishmen,0
so what u saying is if i did sometting bad to you it will be morally good for you to kill my litle baby we killing animals to survive it had notting to do with revenge btw we know how the tsunami happens so saying god doing it its like say god made a car crush,1
i believe you had eaten meat chicken beef or vegetables fruit or anything why people have to murder the cow the chicken or even the lettuce because this is the nature they all have their roles in this world the kids have their roles too when their parents their country had lost their mind and fail to play their roles their human being form would be deleted,0
we all have sins what about the 1 2 year old kids who died what were they sins iven if they did a 2 year old dont understan good from bad yet if a man wud do the same things thet ur god is doing you will call him a murdera so u have good god kip worshiping him,0
god has given us a humanbeing form to live however some people want to be animals and then these forms be treated as animal please cherish your opportunity,0
yes we all had sins did you read bible do you know who is jobs have you ever think about how to live a good life everyone have their roles to play if you fail hell be your destination,0
its god so he dont mind to kill innocent ppl,0
or was it just the movement of tectonic plates,0
3 11 14 46,0
it has to be god who created nature wickedness will bring judgement,0
swlovesvegans i may add that since i infact was there and saw the destruction i really tend to get annoyed by all these people claiming that it was caused by haarp we even had those guys in japan and yes the most certainly look and talk just like you d imagine,0
swlovesvegans thank you my kind sir,0
mansanraps lmao batmobile,0
marlorodo a small fifth wave a tsunami is an event caused by displacement of water by various methods just as a pond continues to have ripples from a thrown rock which spread around the surface after the large initial ripples wash onto shore oceanic tsunamis continue to reflect and refract for many hours after what caused them has subsided great and small currents are also set into motion and can persist for more than a day,1
yeah but the thing is those ripples don t become bigger ways when they get to shallow land,0
ilovemoneyalot101 there was a 104hr warning from an anonymous member yeah right word of that came out 104 hours after the quake and tsunami the net is loaded with credulous gullible and ignorant folk try replacing unfounded belief with verified knowledge critical thinking and due diligence research will take one much closer to the truth belief does not equal knowledge,1
what happened at 22 00 panic started again,0
ja schrecklich brigens wenn du eine stelle im video angeben willst schreib einfach 22 00 dann ist diese stelle verlinkt,0
a small fifth and a fire,0
a fourth wave,1
soyounoat stop harping about it,0
mansanraps well it was not a prediction it was a warning that he had harrp files the he hacked to get that said that there was going to be a tsunami pm if you want to see the pictures of the cali tsunami that where stolen from harrp i have two that he leaked but now he has vanished anonymous members who knew him are trying to find him but we fear that he was wiped out the internet because he leaked the 104hr count down for the tsunami,1
ilovemoneyalot101 well that warning proved to be pretty worthless for the people of tohoku since they never got it funny how all predictions only ar mentioned after the fact a megathrust quake will hit the alaska subduction zone and a slip thrust at about m7 m8 will strick california like it always has look i m not trying to bash people i just look at the facts and see the truth for what it is that is the truth,1
mansanraps why are you bashing on him there was a 104hr warning from an anonymous member alias mitchel combes that it was going to happen and the next one is aimed at california,1
bagatan63 yeah surely just like the last big one back in 869 not to mention the 1896 quake or the massive one in 1933 kobe 1995 haarp 2004 tsunami haaaaarp or was it god a lot of people think so hmm maybe haarp and god did it omg omg haarp is god o you sir are a genious quick to the batmobile,1
yes it is wierd that it came back 3 or more times thank you for uploading good luck to families and friends who have lost love ones in the tsunami may your country recover soon and i hope all of our funding that we made posseble for you is beeing well spend not like in turkey,1
pobres weyes,0
,0
55 43,0
,0
where never saw another tsunami,1
,0
,0
,0
your brother in law is not your mother s unmarried son hello,0
dengan tekhonogi semoga semua aman bisa di berikn tanda peringatann salut,0
,0
don t watch the first 20 minutes same thing,0
,0
i ve watched overr n over n over this japan video i m from hawaii n raised to respect the ocean s behavior we listen very carefully to any tsunami warniings n we run or drive fast causing gridlock all over the islands but we get home where its safe in waikiki hotells help their guests to higher floors n our buses help people escape no panic cuz our gov t n all the people in the islands pray n help one another get home or get to s safe destination,1
,0
all that destruction in every direction and still islands of life,0
the trauma that must exist to witness this horror,0
,0
knowing there s probably hundreds of people in that wave being swept away,1
what idiots stay down at the water wonder what happened to the guy on the wall,0
the red and the green t shirt 2 petson probably die,0
the dog barking senses the danger is coming,1
they know they live in an area where this happens yet do little to nothing in way of sea defence bet you wished you built a wall 90 foot high now don t ya and i am guessing that even after this event what have they done well i ll tell you nothing apart from rebuild back on the same spot and collect as much polystyrene as possible i have no sympathy for people like this aye up mate you can t park there,0
,0
,0
id like to hear more from survivors and more of the experiences i ve watched some but its incredible to think most those building got reduced into splinters and back to the foundations i really don t think the people still don t see how much danger they were in even when the port and the docks disappeared slowly they were casually watching its only until most of the structures were gone that they knew they were in trouble,1
the amount of danger these people were in and they had very little to judge accept wait in high places and even the dog was sulking for a good number of minutes before hand its very slow but subtle how much water goes missing and how fast it crept up,1
japan had very soft houses like in usa,0
girl that s like in 2011 japan it s not modern yet,0
how can the people tell if it is a tsunami warning or a godzilla attack,1
,0
,0
60 50 20 40 1,0
,0
and the darwin award goes to the men on the pier who don t seem to notice that a tsunami is about to barrel down on them,1
,0
el perro ya estaba ladrando desde antes,0
que impresionante me doy cuenta que el capitan de los primeros minutos tuvo la valent a y quiz la experiencia de pilotar el nav o junto con la ola de el tsunami estoy seguro y ojal as sea de que llegaron m s r pido a tierra,1
strange how the radio is calmly issuing warnings while the actual apocalypse is occurring outside,1
japanese women talk a lot,0
someone shut up the stupid dog,0
21 35 its heartbreaking to hear these people laugh,0
i have questions i live thousands of miles from any ocean sea or gulf in corn country i know nothing about these if you re in a boat or ship can you feel an earthquake even an under the ocean type why do i see boats rushing towards the waves as sirens are going off opposed to quickly docking and running to higher ground can a large ship survive huge waves such as the 3 11 ones,1
really bad camera man hopeless,0
shut the dog up,0
,0
some person reached out and slap the person who is laughing and thinks this is funny it is so not funny and he is an idiot hole,0
,0
the whole beginning i think i m looking out at the horizon then i saw the white foam and realized that was the wave,1
seeing the water retract as a second wave builds up power is terrifying,1
japan the next day that was one of the worst experience of my life ok lets go back to work,0
the balls on that 1 man walking through the rubble as the waters receded i can only think he was in shock or has balls like watermelons,0
,0
the constant movement of the camera was making my head dizzy and to start hurting i couldn t finish the video but what i did see was devastating my heart hurt for all the lives lost both human and animal too many times pets livestock and wildlife perish i believe that if you have a pet or livestock it is the utmost responsibility of the owner to save them never leave your pets behind just to save your own lives treat pets as children as no one would leave their children behind they are living beings and should be treated with care and concern for their safety as they are incapable of saving themselves also take heed to every single warning as you never know when it will be so dangerous it will take your life complacency can cause loss of life please do not take those warnings lightly,1
omg y mas omg que tragedia de principio a fin para esa ciudad costera mis mas sinceras condolencias a los familiares de los fallecidos tras este tsunami que dios sea tu consuelo y que a los fallecidos dios los tenga en su gloria eternal desde chile antonella di vanni di biaggio edad 27,1
i wonder if the man standing on the wall near the boats lived,0
tsunami va a destruir toda la ciudad,1
i can t watch it s too painful,0
the only sturdy houses in this video are made in concrete with upper floors too i think japanese coastal houses should made in concrete,0
,0
23 58,0
,0
what an amazing culture look at how many buildings survived the 9 0 quake then listen to how calm the people are as they wait for the tsunami and then after the event is over look at how much still stood i remember my first quake in san francisco i didn t know what was going on at first but 50 women in my office from the philippines started screaming in tagalog to mother mary the shaking only lasted long enough for me to figure out i was in an earthquake and it was only a 5 0,1
yes the pedo traitors are preparing to detonate more oceanic torpedoes to wash out new york hoover dam and other coastal cities as depicted on 20 50 and 100 bills pure evil by judas followers wake up y all,0
animo jap n2005 se sale de todo 26 52,0
seriously bat out of he ll,0
,0
,0
that guy in the red jacket on the wall probably thought things wouldn t get too bad,0
no idea why there is so much laughing they must not realize their nuclear plant is about to have a meltdown,1
2025 anyone even though i m terrified of these events watching them 24 7 is like therapy to me,0
the people on those boats most likely died,0
thank you for this video we are expected to be hit with a powerful earthquake and tsunami any time now by watching and learning hopefully it will help others like my family find safety when the time comes run higher run farther my friends,1
august 30 2025,0
2025,0
it came it conquered it went back,0
i remember the news of this while in high school it honestly didn t seem so real being so far away and worried more about schoolwork but watching back on this now is so heartbreaking,0
,0
do sirens mean nothing in japan they were blaring sirens for the whole video and there were still people standing on docks and driving on roads if i hear i siren i pay attention,0
the dog knew well in advance,0
the camera man is an idiot tbh,0
6 05 downsynrome scenes on japanese synrome in english,0
i don t see wave movements,1
10 3 11 1 30,0
wow what a terrible tragedy so many people lost their lives animals always sense danger long before we do sadly,1
the poor dog going out of its mind trying to warn everybody,0
not so bad not so bad then holy shit rip to all who perished,0
,0
this video admits in full view that the earthquake was engineered wow how ballsy is that,1
how so exactly and where when is that claim admitted,0
poempadgett4664not admitted so much as the channel posting this video footage clearly shows as earthquake engineering research institute do you not see it,1
classicaldeb again how is it shown that the earthquake was engineered exactly i do understand about the existence of darpa haarpa etc however earthquakes and resulting tsunamis have always existed long before those governmental international agencies ever did and if you re right what would have been the rationale for doing it i m really curious,1
poempadgett4664well i ve been learning or finding out truths that have not been known to me in my life one being that the weather is manipulated by the powers that be for many decades recent examples are maui and la fires north carolina floods all engineered why you ask people in high places don t want the rest of us to continue to exist,1
you can see the water drop about 10 ft within 5 minutes before the waves hit in the beginning of the video if you watch it again,1
still cant believe this happened 4real 24 40,0
were those bodies floating down at around 22 00,0
where abouts,0
,0
13 40 something weird jumps out of the water and disappears,0
23 23,0
40 20 30,0
ignorant culture,0
these simple fools laughing the entire time losers,0
bro complete disrespect some people s way of coping with something as catastrophic as this is by laughing or humor i personally would not know how i would cope with something like this if i were in their spot many of those people probably lost everything they had and you just comfortably call people from 14 years ago fools get a life bro,0
,0
,0
sungguh dahsyat jika allah sudah berkehendak manusia tidak bisa berbuat apa apa,0
,0
tadi ketawa2,0
but the quality is low images not that clear but still ok,0
the lord works in mysterious ways the ocean came in and took the equivalent lives that japan has taken from the seas with all the whales and dolphins,0
get out,0
youtube,0
the destruction is just mind boggling it doesn t even seem real it s like watching a science fiction movie,0
wow wow wow devastating,0
,0
,0
i wonder if those vessels getting underway to sea were scheduled departures or were they all emergency sortied to sea in order to preserve them from destruction upon receipt of the warnings i wonder about this because as part of my usn deck officer and cdo qualifications we would talk through the emergency underway procedures should they ever be required in any event god bless those people and heal and comfort those who remain,1
33 47,0
,0
n pooh7,0
allohu akbar,0
,0
1 06 08,0
unbelievable how fast so much is destroyed,1
did them people in them boats getting out of there make it,0
the camera was shaking was it due to the water hitting the building,0
does anyone know what they are shouting in the background around 23 30 to 24 00,0
he are urging people to take shelter in high places,0
n pooh7 thank you,0
kamaishi,0
,0
it went about 2 story building that about 10meters tall deep water on land man that 2 uncle at the bridge were very very very lucky what send me chill even more is the people yelling from each building in the background in distance trying to warn people and in the aftermath yelling to find people,0
i wonder how japans insurance industry coped with this even with heavy reinsurance it must have been hard hit,0
the eerie part the announcer goes silent rip announcer,0
,0
,0
